map,placement_index,canonical_object_id,object_name,unique_id,x,y,z,load_flags,bound,load_radius,unload_radius,camera_authored,classification,note,commands,raw_tail
arwingcity,155,0x0491,curve,0x0004A13C,-318.208984,-245.742157,4233.676758,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A1310004A133FFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,156,0x0491,curve,0x0004A15F,-380.796875,136.711502,2964.302734,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800020004A1600004A169FFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,157,0x0491,curve,0x0004A160,761.203125,220.438629,3883.149414,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A15F0004A167FFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,158,0x0491,curve,0x0004A167,-311.686523,154.569244,4570.367188,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A1600004A168FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,159,0x0491,curve,0x0004A168,239.184570,-67.622589,5287.592773,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A1670004A169FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,160,0x0491,curve,0x0004A169,238.208984,207.378693,5568.722656,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A1680004A15FFFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,161,0x0491,curve,0x0004A178,-342.584961,223.372635,11724.107422,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A10E0004A107FFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,162,0x0491,curve,0x0004A1A0,1249.406250,-176.778305,9189.426758,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004A1A20004A1A3FFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,163,0x0491,curve,0x0004A1A2,-502.081055,27.263599,8738.278320,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004A1A00004A1A3FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcity,164,0x0491,curve,0x0004A1A3,409.380859,-73.040779,8967.197266,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004A1A20004A1A0FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcity,165,0x0491,curve,0x0004A1B5,-634.394531,60.870087,12907.773438,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004A1B60004A1B7FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcity,166,0x0491,curve,0x0004A1B6,949.522461,169.265213,13186.637695,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004A1B50004A1B7FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcity,167,0x0491,curve,0x0004A1B7,131.930664,113.451813,13038.660156,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004A1B60004A1B5FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcity,168,0x0491,curve,0x0004A1BD,1233.873047,-17.065611,12428.245117,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004A1BE0004A1BFFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcity,169,0x0491,curve,0x0004A1BE,-542.050781,-134.710297,12176.064453,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004A1BD0004A1BFFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcity,170,0x0491,curve,0x0004A1BF,492.409180,-67.364761,12322.440430,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004A1BE0004A1BDFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcity,171,0x0491,curve,0x0004A1D1,-261.452148,572.615173,19927.173828,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800020004A1D30004A23FFFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,172,0x0491,curve,0x0004A1D3,187.721680,88.278328,20788.031250,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A1D10004A1D4FFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,173,0x0491,curve,0x0004A1D4,228.002930,-31.413708,22230.484375,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A1D30004A1D5FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,174,0x0491,curve,0x0004A1D5,823.319336,-316.046448,23136.144531,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A1D40004A1D6FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,175,0x0491,curve,0x0004A1D6,523.883789,114.313057,24278.164062,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A1D50004A23FFFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,176,0x0491,curve,0x0004A226,706.587891,523.358887,19989.257812,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800020004A2270004A22BFFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,177,0x0491,curve,0x0004A227,339.643555,83.581406,20782.419922,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A2260004A228FFFFFFFFFFFFFFFFDC0000057FFFFFFF
arwingcity,178,0x0491,curve,0x0004A228,484.386719,-29.171955,22202.871094,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2270004A229FFFFFFFFFFFFFFFF0D0000007FFFFFFF
arwingcity,179,0x0491,curve,0x0004A229,-288.112305,117.684708,23166.796875,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2280004A23DFFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,180,0x0491,curve,0x0004A22B,1055.189453,43.352913,24225.929688,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A23D0004A226FFFFFFFFFFFFFFFF800000007FFFFFFF
arwingcity,181,0x0491,curve,0x0004A22A,112.412109,-89.066338,24275.519531,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00240000FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF000040FFFFFFFFFF
arwingcity,182,0x0491,curve,0x0004A23D,172.524414,-132.476730,24295.546875,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A2290004A22BFFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,183,0x0491,curve,0x0004A23F,-505.166016,23.331789,24254.458984,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A1D60004A1D1FFFFFFFFFFFFFFFF0000000000FFFFFF
arwingcity,184,0x0491,curve,0x0004A241,-37.919922,-288.306763,26720.761719,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800020004A2420004A243FFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,185,0x0491,curve,0x0004A242,345.930664,138.383255,26730.921875,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A2410004A243FFFFFFFFFFFFFFFF0000000300FFFFFF
arwingcity,186,0x0491,curve,0x0004A243,97.185547,-129.495712,26726.144531,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A2420004A241FFFFFFFFFFFFFFFF000000027FFFFFFF
arwingcity,187,0x0491,curve,0x0004A25C,566.605469,-221.494141,27186.417969,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800020004A25D0004A25EFFFFFFFFFFFFFFFF0000000000FFFFFF
arwingcity,188,0x0491,curve,0x0004A25D,555.962891,182.355392,27200.425781,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,032800010004A25C0004A25EFFFFFFFFFFFFFFFF000000017FFFFFFF
arwingcity,189,0x0491,curve,0x0004A25E,559.546875,2.088516,27197.322266,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A25D0004A25CFFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,190,0x0491,curve,0x0004A265,101.795898,483.701019,28051.085938,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800020004A2660004A267FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,191,0x0491,curve,0x0004A266,95.620117,94.015182,28042.316406,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A2650004A267FFFFFFFFFFFFFFFF0000000300FFFFFF
arwingcity,192,0x0491,curve,0x0004A267,98.692383,341.540924,28046.908203,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2660004A265FFFFFFFFFFFFFFFF0000000000FFFFFF
arwingcity,193,0x0491,curve,0x0004A26B,302.504883,158.172302,28796.916016,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800020004A26C0004A26DFFFFFFFFFFFFFFFF0000000300FFFFFF
arwingcity,194,0x0491,curve,0x0004A26C,911.029297,432.515289,28339.244141,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A26B0004A26DFFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,195,0x0491,curve,0x0004A26D,519.899414,264.228882,28623.531250,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A26C0004A26BFFFFFFFFFFFFFFFF0000000000FFFFFF
arwingcity,196,0x0491,curve,0x0004A285,747.771484,515.627136,29288.306641,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800020004A2860004A28AFFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,197,0x0491,curve,0x0004A286,498.610352,171.342819,29861.976562,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A2850004A288FFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,198,0x0491,curve,0x0004A288,504.933594,181.508392,30569.609375,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A2860004A289FFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,199,0x0491,curve,0x0004A289,893.686523,-65.181915,30808.628906,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A2880004A28AFFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,200,0x0491,curve,0x0004A28A,-452.832031,195.079956,32025.376953,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A2890004A285FFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,201,0x0491,curve,0x0004A28B,-127.975586,456.901367,29308.562500,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800020004A28C0004A290FFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,202,0x0491,curve,0x0004A28C,150.050781,183.974289,29856.156250,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A28B0004A28DFFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,203,0x0491,curve,0x0004A28D,100.240234,186.338715,30543.664062,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A28C0004A28FFFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,204,0x0491,curve,0x0004A28F,-356.811523,281.828613,30999.763672,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A28D0004A290FFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,205,0x0491,curve,0x0004A290,953.097656,-144.899948,32071.742188,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A28F0004A28BFFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,206,0x0491,curve,0x0004A296,330.791992,-290.376099,29361.136719,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,04287F020004A2980004A29EFFFFFFFFFFFFFFFF0000000200FFFFFF
arwingcity,207,0x0491,curve,0x0004A298,319.961914,185.387894,29830.867188,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A2960004A29AFFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,208,0x0491,curve,0x0004A29A,314.916016,187.131638,30565.294922,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,04287F010004A2980004A29BFFFFFFFFFFFFFFFF000000027FFFFFFF
arwingcity,209,0x0491,curve,0x0004A29B,293.417969,428.842163,30743.703125,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A29A0004A29CFFFFFFFFFFFFFFFF000000057FFFFFFF
arwingcity,210,0x0491,curve,0x0004A29C,259.578125,-203.230347,31566.468750,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A29B0004A29EFFFFFFFFFFFFFFFF0000000000FFFFFF
arwingcity,211,0x0491,curve,0x0004A29E,290.804688,168.943665,32445.351562,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800010004A29C0004A296FFFFFFFFFFFFFFFF000000047FFFFFFF
arwingcity,212,0x0491,curve,0x0004A2C9,254.342773,287.182159,32395.804688,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00280001FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000
arwingcity,213,0x0491,curve,0x0004A2DF,662.673828,575.381042,33533.718750,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800020004A2E00004A2E1FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,214,0x0491,curve,0x0004A2E0,995.052734,-38.952869,33567.000000,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A2DF0004A2E4FFFFFFFFFFFFFFFF0000000314FFFFFF
arwingcity,215,0x0491,curve,0x0004A2E1,840.093750,253.847092,33551.511719,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2E50004A2DFFFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,216,0x0491,curve,0x0004A2E4,993.459961,346.546234,33544.492188,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2E00004A2E5FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,217,0x0491,curve,0x0004A2E5,993.574219,-36.614727,33562.171875,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2E40004A2E1FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,218,0x0491,curve,0x0004A2EB,-6.890625,575.366516,32833.675781,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800020004A2EC0004A2EEFFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,219,0x0491,curve,0x0004A2EC,115.012695,-134.784698,33114.292969,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A2EB0004A2EDFFFFFFFFFFFFFFFF0000000314FFFFFF
arwingcity,220,0x0491,curve,0x0004A2ED,107.646484,342.235077,33116.218750,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2EC0004A2EEFFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,221,0x0491,curve,0x0004A2EE,116.523438,-131.241394,33113.281250,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2ED0004A2EBFFFFFFFFFFFFFFFF0000000000FFFFFF
arwingcity,222,0x0491,curve,0x0004A2F3,237.841797,571.387268,34298.699219,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,022800020004A2F40004A2F7FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,223,0x0491,curve,0x0004A2F4,253.597656,99.005630,34258.625000,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,012800010004A2F30004A2F5FFFFFFFFFFFFFFFF000000033CFFFFFF
arwingcity,224,0x0491,curve,0x0004A2F5,-348.651367,102.051628,34273.191406,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2F40004A2F6FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,225,0x0491,curve,0x0004A2F6,1244.522461,104.769173,34274.328125,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2F50004A2F7FFFFFFFFFFFFFFFF000000007FFFFFFF
arwingcity,226,0x0491,curve,0x0004A2F7,255.160156,91.266174,34296.257812,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,002800010004A2F60004A2F3FFFFFFFFFFFFFFFF0000000000FFFFFF
arwingcloud,0,0x0493,setuppoint,0x000430BA,368.013672,200.000000,1504.828125,0x08,0,0,40,1,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,0000004000000000
arwingcloud,154,0x0491,curve,0x0004984A,1154.347168,677.462341,5946.016602,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004984B0004984CFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,155,0x0491,curve,0x0004984B,592.698730,567.208801,5893.561523,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004984A0004984CFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,156,0x0491,curve,0x0004984C,-515.817871,346.783203,5782.328125,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004984B0004984AFFFFFFFFFFFFFFFF000000FFFF000000
arwingcloud,157,0x0491,curve,0x00049852,1066.216309,-688.654602,3502.318359,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004985300049854FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,158,0x0491,curve,0x00049853,-265.633789,722.994324,3646.656250,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004985200049854FFFFFFFFFFFFFFFF000000FFFF000000
arwingcloud,159,0x0491,curve,0x00049854,254.428223,170.899704,3589.344727,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200010004985300049852FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,160,0x0491,curve,0x00049857,-424.108398,855.777161,7420.778320,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00020002000498580004985AFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,161,0x0491,curve,0x00049858,901.679199,335.909027,7633.125977,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030001000498570004985AFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,162,0x0491,curve,0x0004985A,358.258301,550.315735,7545.645508,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004985800049857FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,163,0x0491,curve,0x0004985B,-285.569824,-735.281311,10328.303711,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004985C0004985DFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,164,0x0491,curve,0x0004985C,299.112305,1173.514160,11483.066406,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004985B0004985DFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,165,0x0491,curve,0x0004985D,91.681152,497.508942,11073.527344,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004985C0004985BFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,166,0x0491,curve,0x0004985E,971.164062,-771.102051,10363.133789,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004985F00049860FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,167,0x0491,curve,0x0004985F,-384.673340,1201.391479,11304.390625,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004985E00049860FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,168,0x0491,curve,0x00049860,418.052734,38.939045,10783.722656,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004985F0004985EFFFFFFFFFFFFFFFF000000FFFF000000
arwingcloud,169,0x0491,curve,0x000498B5,-807.261230,-233.044006,31283.636719,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00020002000498B6000498BAFFFFFFFFFFFFFFFF000000FFFF000000
arwingcloud,170,0x0491,curve,0x000498B6,286.260742,179.818436,31070.330078,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030001000498B5000498B7FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,171,0x0491,curve,0x000498B7,911.594727,444.114075,30941.718750,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030001000498B6000498BAFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,172,0x0491,curve,0x000498BA,188.148438,139.190964,31089.316406,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,00030002000498B5000498B7FFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,173,0x0491,curve,0x0004A65A,-346.509277,514.904358,28861.406250,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000200020004A65B0004A65CFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,174,0x0491,curve,0x0004A65B,1061.896973,422.497498,28505.460938,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004A65A0004A65CFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,175,0x0491,curve,0x0004A65C,320.878418,471.699188,28692.359375,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,000300010004A65B0004A65AFFFFFFFFFFFFFFFF000000FFFFFFFFFF
arwingcloud,176,0x0491,curve,0x0004A660,660.008301,371.059906,4875.112305,0x00,0,0,40,0,route_metadata,Structural/route metadata; not necessarily instantiated as a normal GameObject.,,04287F010004A69D0004A661FFFFFFFFFFFFFFFF000000017FFFFFFF
